"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 15 13:23:42 IST 2023","Fri Sep 15 13:23:54 IST 2023","12166","","Test_10_ProductManagement","TestProductManagement","","","test_01_verify_productManagement_page","To verify Product management page. "
"passed","Fri Sep 15 10:29:21 IST 2023","Fri Sep 15 10:30:32 IST 2023","70948","","Test_03_Order","TestOrder","","","test_04_check_order_synchronization_for_Customer_5___frugal_latido_com_np____Test_123____9813000000____female____Luigi__male_____Mahogany_Antique____41____Golden_Antique____Black____Yes____40___5_6__4_4__5__46__8__12__11__7__1__9___Comfort____Test_004____2023_09_29___100900_","Checking Order synchronization after creating a new customer order "
"passed","Fri Sep 15 10:49:09 IST 2023","Fri Sep 15 10:49:33 IST 2023","23210","","Test_04_TrackOrder","TestTrackOrder","","","test_check_input_3__25__False_","Checking Input in Track Order"
"passed","Fri Sep 15 12:51:41 IST 2023","Fri Sep 15 12:52:34 IST 2023","53333","","Test_08_Reporting","TestReporting","","","test_01_new_entry_list_1__1___Leather_Sheet_02____LT_SH_002____Mulchand___Sons___2000___2023_09_15___10___Excellent____By_Truck____By_Cheque____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Check for new Entry"
"passed","Fri Sep 15 10:38:04 IST 2023","Fri Sep 15 10:38:45 IST 2023","40307","","Test_03_Order","TestOrder","","","test_06_Search_functionality_4___frugal_latido_com_np____Test_123____222____Luigi__male_____Pink_Foil____Golden_Antique____Black____Yes__","Search and verify item"
"passed","Fri Sep 15 10:53:10 IST 2023","Fri Sep 15 10:53:32 IST 2023","21543","","Test_05_InventDashboard","TestInventDashboard","","","test_get_inventDash_rp","Comparing Dashboard data with List data for Category"
"passed","Fri Sep 15 12:32:58 IST 2023","Fri Sep 15 12:34:04 IST 2023","66079","","Test_07_Vendor","TestVendors","","","test_05_sync_vendor_1___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor1_jpg____TE_VE_IN_120____Del_Vendor_120____vendor1_mail_com___9800001015___Auomator1____Siliguri____This_is_an_Automated_generated_descriptions____Tester_1____Siliguri___9800002010___test_mail_com___1___Leather_Sheet_02____LT_SH_002___2000___2023_05_19___10___Excellent____By_Truck____By_Cheque____Rohit____E___POM_for_Bottle__WebApp__TestData__InventoryData__Image__Receipt_png__","Checking Synchronization of a Vendor after creating a new one "
"passed","Fri Sep 15 10:04:50 IST 2023","Fri Sep 15 10:05:27 IST 2023","37079","","Test_02_Dashboard","TestDashboard","","","test_dashboard_02_totalOrder","Checking Total Order Tiles"
"passed","Fri Sep 15 15:25:24 IST 2023","Fri Sep 15 15:25:35 IST 2023","11046","","Test_12_ProductCategory","TestProductCategory","","","test_01_verify_landingProduct_Category_page",""
"passed","Fri Sep 15 10:25:26 IST 2023","Fri Sep 15 10:26:51 IST 2023","84687","","Test_03_Order","TestOrder","","","test_04_check_order_synchronization_for_Customer_2___frugal_latido_com_np____Test_123____9813670780____male____Exemplar__male_____Bronze_Mist_Antique____42____Golden_Antique____Black____Yes____40___5_6__4_4__5__46__8__12__11__7__1__9___Skin_Tight____Test_002____2023_09_29___100900_","Checking Order synchronization after creating a new customer order "
"passed","Fri Sep 15 10:10:30 IST 2023","Fri Sep 15 10:11:24 IST 2023","54508","","Test_03_Order","TestOrder","","","test_01_create_order_customer_3___frugal_latido_com_np____Test_123____9860838856____female____Lucha__male_____Mahogany_Antique____40____Silver____Black____No____40___5_6__4_4__5__46__8__12__11__7__1__9___General_Fit____Test_003____2023_09_29___100900_","Create an Order for existing Customer "
"passed","Fri Sep 15 11:52:05 IST 2023","Fri Sep 15 11:52:51 IST 2023","46541","","Test_06_Inventory","TestInventory","","","test_03_restocking_item_2___frugal_latido_com_np____Test_123___0___Zipper_002____ZP_IT_002____AKM_Leather___2000___2023_09_08___10___Good____By_Truck____By_Cash____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Selecting a new Category and restocking the Items "
"passed","Fri Sep 15 10:18:01 IST 2023","Fri Sep 15 10:19:07 IST 2023","66241","","Test_03_Order","TestOrder","","","test_02_create_new_user_order_5___frugal_latido_com_np____Test_123___9881012176___abced_Test_176____testuser276_mail_com____2023_05_29____Siliguri____female____Exemplar__male_____Bronze_Mist_Antique____42____Golden_Antique____Black____Yes____40___5_6__4_4__5__46__8__12__11__7__1__9___Skin_Tight____Test_002____2023_09_29___100900_","Create an Order for new Customer "
"passed","Fri Sep 15 15:26:49 IST 2023","Fri Sep 15 15:27:01 IST 2023","12075","","Test_12_ProductCategory","TestProductCategory","","","test_02_add_new_product_category_6___E___POM_for_Bottle__webapp_automation_automation__TestData__ProductCategory__SampleImage__sampel_leather_3_jpg____Product_Cat_18__","To verify Add new Product Category. "
"passed","Fri Sep 15 12:25:26 IST 2023","Fri Sep 15 12:25:57 IST 2023","31157","","Test_07_Vendor","TestVendors","","","test_02_vendor_creation_4___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor1_jpg____AT_129____Auto_Vendor_129____vendor1_mail_com___9800001023___Auomator4____Siliguri____This_is_an_Automated_generated_descriptions____Tester_4____Siliguri___9800002013___test_mail_com__","Adding a new Vendor"
"passed","Fri Sep 15 15:27:23 IST 2023","Fri Sep 15 15:27:42 IST 2023","18915","","Test_12_ProductCategory","TestProductCategory","","","test_03_edit_product_category_2___Product_Cat_14____Product_Cat_edit_14__","To verify edit Product Category. "
"passed","Fri Sep 15 10:06:11 IST 2023","Fri Sep 15 10:06:27 IST 2023","16361","","Test_02_Dashboard","TestDashboard","","","test_dashboard_05_active_user","Checking Active User Tiles"
"passed","Fri Sep 15 13:30:45 IST 2023","Fri Sep 15 13:32:30 IST 2023","105572","","Test_10_ProductManagement","TestProductManagement","","","test_02_add_new_product_5___E___POM_for_Bottle__webapp_automation__TestData__ProductManagement__sampleData__Brown_2__BrowN_Leather_Beta_01_jpg____TEST_A_90____Qaseem_Ultimate____female___9___Outing____Silver____Silver___True__True___This_is_a_testing_mode_description____23_24_25_26_27_28_29_30_31_36____Green_Foil____XXXS_XXS_Extra_Small__XS_____5000__5000__5000____Silver_Foil_Sheep_Tumble__","Adding a new product into the List. "
"passed","Fri Sep 15 09:30:45 IST 2023","Fri Sep 15 09:30:56 IST 2023","10516","","Test_01_Login","TestLogin","","","test_LoginUnsuccessful_4___rohit13_latido_com_np____Test_124__","Login Unsuccessfully"
"passed","Fri Sep 15 13:03:22 IST 2023","Fri Sep 15 13:04:14 IST 2023","52030","","Test_08_Reporting","TestReporting","","","test_02_new_entry_3__0___Zip_002____Z_IT_002____Mulchand___Sons___2000___2023_09_15___10___Bad____By_Truck____By_Cheque____Rohit____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Receipt_png__","Check for View more Details"
"passed","Fri Sep 15 09:31:25 IST 2023","Fri Sep 15 09:31:35 IST 2023","10164","","Test_01_Login","TestLogin","","","test_login_Unsuccessful_with_invalid_username_3___frugal_latido_com____Test_1824__","Login With Invalid Username"
"passed","Fri Sep 15 10:31:51 IST 2023","Fri Sep 15 10:32:59 IST 2023","68642","","Test_03_Order","TestOrder","","","test_05_check_order_synchronization_for_Store_2___frugal_latido_com_np____Test_123____Exemplar__male_____Bronze_Mist_Antique____42____Golden_Antique____Black____Yes____40____Skin_Tight___8__7___34___11__5__9__12__46___7___5_6___Test_003___20000__1000___101012__","Checking Order synchronization after creating a New Order for store"
"passed","Fri Sep 15 10:48:48 IST 2023","Fri Sep 15 10:49:07 IST 2023","18909","","Test_04_TrackOrder","TestTrackOrder","","","test_check_input_2__233__True_","Checking Input in Track Order"
"passed","Fri Sep 15 13:09:35 IST 2023","Fri Sep 15 13:10:08 IST 2023","33457","","Test_09_MemberManagement","TestMemberManagement","","","test_02_create_new_member_3___UserTest_117____Factory_Manager____user_testAuto117___9800000053___Siliguri____Test_123__","Verify Create New User."
"passed","Fri Sep 15 10:11:27 IST 2023","Fri Sep 15 10:12:24 IST 2023","57409","","Test_03_Order","TestOrder","","","test_01_create_order_customer_4___frugal_latido_com_np____Test_123____9813000000____male____Luigi__male_____Pink_Foil____41____Golden_Antique____Black____Yes____40___5_6__4_4__5__46__8__12__11__7__1__9___Comfort____Test_004____2023_09_29___100900_","Create an Order for existing Customer "
"passed","Fri Sep 15 10:09:30 IST 2023","Fri Sep 15 10:10:28 IST 2023","58012","","Test_03_Order","TestOrder","","","test_01_create_order_customer_2___frugal_latido_com_np____Test_123____9813670780____male____Exemplar__male_____Bronze_Mist_Antique____42____Golden_Antique____Black____Yes____40___5_6__4_4__5__46__8__12__11__7__1__9___Skin_Tight____Test_002____2023_09_29___100900_","Create an Order for existing Customer "
"passed","Fri Sep 15 10:12:26 IST 2023","Fri Sep 15 10:13:20 IST 2023","53914","","Test_03_Order","TestOrder","","","test_01_create_order_customer_5___frugal_latido_com_np____Test_123____9813000000____female____Luigi__male_____Mahogany_Antique____41____Golden_Antique____Black____Yes____40___5_6__4_4__5__46__8__12__11__7__1__9___Comfort____Test_004____2023_09_29___100900_","Create an Order for existing Customer "
"passed","Fri Sep 15 09:33:02 IST 2023","Fri Sep 15 09:33:12 IST 2023","9718","","Test_01_Login","TestLogin","","","test_login_with_empty_userid_fields_3__None___Test_3543__","Login With Incorrect Username"
"passed","Fri Sep 15 10:15:39 IST 2023","Fri Sep 15 10:16:49 IST 2023","70087","","Test_03_Order","TestOrder","","","test_02_create_new_user_order_3___frugal_latido_com_np____Test_123___9881012174___abced_Test_174____testuser274_mail_com____2023_05_29____Siliguri____male____Ek__male_____Black_Sheep____38____Silver____Black____No____40___5_6__4_4__5__46__8__12__11__7__1__9___Fit____Test_001____2023_09_29___100900_","Create an Order for new Customer "
"passed","Fri Sep 15 14:50:37 IST 2023","Fri Sep 15 14:51:42 IST 2023","65304","","Test_11_LeatherManagement","TestLeatherManagement","","","test_02_add_new_Leather_1___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Leather_sheet_jpg____Leather_Mgt_22____LT_MG_022____This_is_from_an_automated_Script___for_Leather___22___1__None___T0_LT_MG_22____AT_LT_MG_22____Auto_Testing__22____Black____Performing_this_using_automation_scripts____1__1__1___E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__Leather_sheet_jpg____E___POM_for_Bottle__webapp_automation__TestData__InventoryData__Image__3D_LeatherImage_jpg____Frugal_Automation____50___Best____clean____Liquid____New_Type_Hide____cold_Touch__","Adding a new Leather into the List. "
"passed","Fri Sep 15 10:05:52 IST 2023","Fri Sep 15 10:06:09 IST 2023","16538","","Test_02_Dashboard","TestDashboard","","","test_dashboard_04_totalPending","Checking Total Pending Tiles"
"passed","Fri Sep 15 13:18:53 IST 2023","Fri Sep 15 13:19:38 IST 2023","44741","","Test_09_MemberManagement","TestMemberManagement","","","test_05_login_newMember_3___UserTest_105____Factory_Manager____user_logintest_auto105___9800000041___Siliguri____Test_123__","Check Loging after creating an user."
"passed","Fri Sep 15 12:30:49 IST 2023","Fri Sep 15 12:31:17 IST 2023","28404","","Test_07_Vendor","TestVendors","","","test_04_delete_vendor_2___frugal_latido_com_np____Test_123____E___POM_for_Bottle__webapp_automation__TestData__Vendor__Sample_Data_From_Bottle_Testing__Vendor__vendor2_jpg____AT_DEL_161____Delete_Vendor_161____vendor1_mail_com___9800001016___Auomator2____Siliguri____This_is_an_Automated_generated_descriptions____Tester_2____Siliguri___9800002011___test_mail_com__","Deleting a Vendor"
"passed","Fri Sep 15 11:56:06 IST 2023","Fri Sep 15 11:56:37 IST 2023","30724","","Test_06_Inventory","TestInventory","","","test_04_search_item_1___frugal_latido_com_np____Test_123____Leather_Sheet_02__","Searching the Items from the search and adding a new Item to it"
"passed","Fri Sep 15 09:31:37 IST 2023","Fri Sep 15 09:31:47 IST 2023","9960","","Test_01_Login","TestLogin","","","test_login_Unsuccessful_with_invalid_username_4___f_rugallatido_com_np____Test_1825__","Login With Invalid Username"
"passed","Fri Sep 15 09:29:54 IST 2023","Fri Sep 15 09:30:06 IST 2023","11441","","Test_01_Login","TestLogin","","","test_LoginSuccessful_4___rohit13_latido_com_np____Test_123__","Login Successfully"
"passed","Fri Sep 15 13:45:05 IST 2023","Fri Sep 15 13:47:33 IST 2023","147574","","Test_10_ProductManagement","TestProductManagement","","","test_04_check_synchronization_6___E___POM_for_Bottle__webapp_automation__TestData__ProductManagement__sampleData__Bas_Black__Bas_Black_01_jpg____TEST_SA_79____Frontier_ultimate____unisex___10___Winter_Jacket____Silver____Black___False__False___This_is_a_testing_mode_description____23_24_25_26_27_28_29_30_31_37____New_Zealand_Sheep____XXXS_XXS_Extra_Small__XS_____5000__5000__5000____Sheep_Tumble_Pink_Foil__","Adding a new product into the List. "
